case_id,style_id,style_label,character_label,character_name,style_name,tier,role,limit_break,limit_break_max,計算_STR,計算_DEX,計算_WIS,計算_SPR,計算_LUK,計算_CON,サポート10%加算_STR,サポート10%加算_DEX,サポート10%加算_WIS,サポート10%加算_SPR,サポート10%加算_LUK,サポート10%加算_CON,実機_STR,実機_DEX,実機_WIS,実機_SPR,実機_LUK,実機_CON,差分_実機-計算_STR,差分_実機-計算_DEX,差分_実機-計算_WIS,差分_実機-計算_SPR,差分_実機-計算_LUK,差分_実機-計算_CON,比較結果,計算前提,実機確認メモ,生成日
1001406-LB4,1001406,TTojo06,TTojo,東城 つかさ,バニーファイト・デビエーション,SS,Debuffer,4,4,480,486,561,514,471,442,48,49,57,52,48,45,,,,,,,"=IF(W71="""","""",W71-K71)","=IF(X71="""","""",X71-L71)","=IF(Y71="""","""",Y71-M71)","=IF(Z71="""","""",Z71-N71)","=IF(AA71="""","""",AA71-O71)","=IF(AB71="""","""",AB71-P71)","=IF(COUNTA(W71:AB71)=0,""未入力"",IF(COUNTA(W71:AB71)<6,""一部入力"",IF(COUNTIF(AC71:AH71,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001407-LB0,1001407,TTojo07,TTojo,東城 つかさ,そよかぜ,S,Buffer,0,10,313,317,377,360,305,300,32,32,38,36,31,30,,,,,,,"=IF(W72="""","""",W72-K72)","=IF(X72="""","""",X72-L72)","=IF(Y72="""","""",Y72-M72)","=IF(Z72="""","""",Z72-N72)","=IF(AA72="""","""",AA72-O72)","=IF(AB72="""","""",AB72-P72)","=IF(COUNTA(W72:AB72)=0,""未入力"",IF(COUNTA(W72:AB72)<6,""一部入力"",IF(COUNTIF(AC72:AH72,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001407-LB10,1001407,TTojo07,TTojo,東城 つかさ,そよかぜ,S,Buffer,10,10,378,383,448,428,370,364,38,39,45,43,37,37,,,,,,,"=IF(W73="""","""",W73-K73)","=IF(X73="""","""",X73-L73)","=IF(Y73="""","""",Y73-M73)","=IF(Z73="""","""",Z73-N73)","=IF(AA73="""","""",AA73-O73)","=IF(AB73="""","""",AB73-P73)","=IF(COUNTA(W73:AB73)=0,""未入力"",IF(COUNTA(W73:AB73)<6,""一部入力"",IF(COUNTIF(AC73:AH73,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001408-LB0,1001408,TTojo08,TTojo,東城 つかさ,哀情のラメント,SS,Buffer,0,4,394,399,466,424,384,356,40,40,47,43,39,36,,,,,,,"=IF(W74="""","""",W74-K74)","=IF(X74="""","""",X74-L74)","=IF(Y74="""","""",Y74-M74)","=IF(Z74="""","""",Z74-N74)","=IF(AA74="""","""",AA74-O74)","=IF(AB74="""","""",AB74-P74)","=IF(COUNTA(W74:AB74)=0,""未入力"",IF(COUNTA(W74:AB74)<6,""一部入力"",IF(COUNTIF(AC74:AH74,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001408-LB4,1001408,TTojo08,TTojo,東城 つかさ,哀情のラメント,SS,Buffer,4,4,480,486,561,514,471,442,48,49,57,52,48,45,,,,,,,"=IF(W75="""","""",W75-K75)","=IF(X75="""","""",X75-L75)","=IF(Y75="""","""",Y75-M75)","=IF(Z75="""","""",Z75-N75)","=IF(AA75="""","""",AA75-O75)","=IF(AB75="""","""",AB75-P75)","=IF(COUNTA(W75:AB75)=0,""未入力"",IF(COUNTA(W75:AB75)<6,""一部入力"",IF(COUNTIF(AC75:AH75,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001409-LB0,1001409,TTojo09,TTojo,東城 つかさ,激情のファム・ファタール,SSR,Buffer,0,4,394,399,466,424,384,356,40,40,47,43,39,36,,,,,,,"=IF(W76="""","""",W76-K76)","=IF(X76="""","""",X76-L76)","=IF(Y76="""","""",Y76-M76)","=IF(Z76="""","""",Z76-N76)","=IF(AA76="""","""",AA76-O76)","=IF(AB76="""","""",AB76-P76)","=IF(COUNTA(W76:AB76)=0,""未入力"",IF(COUNTA(W76:AB76)<6,""一部入力"",IF(COUNTIF(AC76:AH76,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001409-LB4,1001409,TTojo09,TTojo,東城 つかさ,激情のファム・ファタール,SSR,Buffer,4,4,480,486,561,514,471,442,48,49,57,52,48,45,,,,,,,"=IF(W77="""","""",W77-K77)","=IF(X77="""","""",X77-L77)","=IF(Y77="""","""",Y77-M77)","=IF(Z77="""","""",Z77-N77)","=IF(AA77="""","""",AA77-O77)","=IF(AB77="""","""",AB77-P77)","=IF(COUNTA(W77:AB77)=0,""未入力"",IF(COUNTA(W77:AB77)<6,""一部入力"",IF(COUNTIF(AC77:AH77,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001501-LB0,1001501,KAsakura01,KAsakura,朝倉 可憐,Laugh or Cry,A,Blaster,0,20,300,282,286,284,250,250,30,29,29,29,25,25,,,,,,,"=IF(W78="""","""",W78-K78)","=IF(X78="""","""",X78-L78)","=IF(Y78="""","""",Y78-M78)","=IF(Z78="""","""",Z78-N78)","=IF(AA78="""","""",AA78-O78)","=IF(AB78="""","""",AB78-P78)","=IF(COUNTA(W78:AB78)=0,""未入力"",IF(COUNTA(W78:AB78)<6,""一部入力"",IF(COUNTIF(AC78:AH78,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001501-LB20,1001501,KAsakura01,KAsakura,朝倉 可憐,Laugh or Cry,A,Blaster,20,20,348,326,331,326,294,294,35,33,34,33,30,30,,,,,,,"=IF(W79="""","""",W79-K79)","=IF(X79="""","""",X79-L79)","=IF(Y79="""","""",Y79-M79)","=IF(Z79="""","""",Z79-N79)","=IF(AA79="""","""",AA79-O79)","=IF(AB79="""","""",AB79-P79)","=IF(COUNTA(W79:AB79)=0,""未入力"",IF(COUNTA(W79:AB79)<6,""一部入力"",IF(COUNTIF(AC79:AH79,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001502-LB0,1001502,KAsakura02,KAsakura,朝倉 可憐,最前線のブルワーク,S,Blaster,0,10,328,350,314,300,354,321,33,35,32,30,36,33,,,,,,,"=IF(W80="""","""",W80-K80)","=IF(X80="""","""",X80-L80)","=IF(Y80="""","""",Y80-M80)","=IF(Z80="""","""",Z80-N80)","=IF(AA80="""","""",AA80-O80)","=IF(AB80="""","""",AB80-P80)","=IF(COUNTA(W80:AB80)=0,""未入力"",IF(COUNTA(W80:AB80)<6,""一部入力"",IF(COUNTIF(AC80:AH80,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001502-LB10,1001502,KAsakura02,KAsakura,朝倉 可憐,最前線のブルワーク,S,Blaster,10,10,399,419,380,364,421,388,40,42,38,37,43,39,,,,,,,"=IF(W81="""","""",W81-K81)","=IF(X81="""","""",X81-L81)","=IF(Y81="""","""",Y81-M81)","=IF(Z81="""","""",Z81-N81)","=IF(AA81="""","""",AA81-O81)","=IF(AB81="""","""",AB81-P81)","=IF(COUNTA(W81:AB81)=0,""未入力"",IF(COUNTA(W81:AB81)<6,""一部入力"",IF(COUNTIF(AC81:AH81,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001503-LB0,1001503,KAsakura03,KAsakura,朝倉 可憐,紅蓮月華のKillrazor,SS,Blaster,0,4,441,345,361,369,382,395,45,35,37,37,39,40,,,,,,,"=IF(W82="""","""",W82-K82)","=IF(X82="""","""",X82-L82)","=IF(Y82="""","""",Y82-M82)","=IF(Z82="""","""",Z82-N82)","=IF(AA82="""","""",AA82-O82)","=IF(AB82="""","""",AB82-P82)","=IF(COUNTA(W82:AB82)=0,""未入力"",IF(COUNTA(W82:AB82)<6,""一部入力"",IF(COUNTIF(AC82:AH82,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001503-LB4,1001503,KAsakura03,KAsakura,朝倉 可憐,紅蓮月華のKillrazor,SS,Blaster,4,4,535,433,448,455,470,483,54,44,45,46,47,49,,,,,,,"=IF(W83="""","""",W83-K83)","=IF(X83="""","""",X83-L83)","=IF(Y83="""","""",Y83-M83)","=IF(Z83="""","""",Z83-N83)","=IF(AA83="""","""",AA83-O83)","=IF(AB83="""","""",AB83-P83)","=IF(COUNTA(W83:AB83)=0,""未入力"",IF(COUNTA(W83:AB83)<6,""一部入力"",IF(COUNTIF(AC83:AH83,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001504-LB0,1001504,KAsakura04,KAsakura,朝倉 可憐,スカーレット・リベリオン,SS,Blaster,0,4,464,367,383,391,404,417,47,37,39,40,41,42,,,,,,,"=IF(W84="""","""",W84-K84)","=IF(X84="""","""",X84-L84)","=IF(Y84="""","""",Y84-M84)","=IF(Z84="""","""",Z84-N84)","=IF(AA84="""","""",AA84-O84)","=IF(AB84="""","""",AB84-P84)","=IF(COUNTA(W84:AB84)=0,""未入力"",IF(COUNTA(W84:AB84)<6,""一部入力"",IF(COUNTIF(AC84:AH84,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001504-LB4,1001504,KAsakura04,KAsakura,朝倉 可憐,スカーレット・リベリオン,SS,Blaster,4,4,559,455,469,476,493,506,56,46,47,48,50,51,,,,,,,"=IF(W85="""","""",W85-K85)","=IF(X85="""","""",X85-L85)","=IF(Y85="""","""",Y85-M85)","=IF(Z85="""","""",Z85-N85)","=IF(AA85="""","""",AA85-O85)","=IF(AB85="""","""",AB85-P85)","=IF(COUNTA(W85:AB85)=0,""未入力"",IF(COUNTA(W85:AB85)<6,""一部入力"",IF(COUNTIF(AC85:AH85,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001505-LB0,1001505,KAsakura05,KAsakura,朝倉 可憐,シークレットサービス・デモリッシュ,SS,Blaster,0,4,464,367,383,391,404,417,47,37,39,40,41,42,,,,,,,"=IF(W86="""","""",W86-K86)","=IF(X86="""","""",X86-L86)","=IF(Y86="""","""",Y86-M86)","=IF(Z86="""","""",Z86-N86)","=IF(AA86="""","""",AA86-O86)","=IF(AB86="""","""",AB86-P86)","=IF(COUNTA(W86:AB86)=0,""未入力"",IF(COUNTA(W86:AB86)<6,""一部入力"",IF(COUNTIF(AC86:AH86,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001505-LB4,1001505,KAsakura05,KAsakura,朝倉 可憐,シークレットサービス・デモリッシュ,SS,Blaster,4,4,559,455,469,476,493,506,56,46,47,48,50,51,,,,,,,"=IF(W87="""","""",W87-K87)","=IF(X87="""","""",X87-L87)","=IF(Y87="""","""",Y87-M87)","=IF(Z87="""","""",Z87-N87)","=IF(AA87="""","""",AA87-O87)","=IF(AB87="""","""",AB87-P87)","=IF(COUNTA(W87:AB87)=0,""未入力"",IF(COUNTA(W87:AB87)<6,""一部入力"",IF(COUNTIF(AC87:AH87,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001506-LB0,1001506,KAsakura06,KAsakura,朝倉 可憐,狂悖暴戻のランダムウォーク,S,Blaster,0,10,340,320,344,342,310,310,34,32,35,35,31,31,,,,,,,"=IF(W88="""","""",W88-K88)","=IF(X88="""","""",X88-L88)","=IF(Y88="""","""",Y88-M88)","=IF(Z88="""","""",Z88-N88)","=IF(AA88="""","""",AA88-O88)","=IF(AB88="""","""",AB88-P88)","=IF(COUNTA(W88:AB88)=0,""未入力"",IF(COUNTA(W88:AB88)<6,""一部入力"",IF(COUNTIF(AC88:AH88,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001506-LB10,1001506,KAsakura06,KAsakura,朝倉 可憐,狂悖暴戻のランダムウォーク,S,Blaster,10,10,411,386,412,407,377,377,42,39,42,41,38,38,,,,,,,"=IF(W89="""","""",W89-K89)","=IF(X89="""","""",X89-L89)","=IF(Y89="""","""",Y89-M89)","=IF(Z89="""","""",Z89-N89)","=IF(AA89="""","""",AA89-O89)","=IF(AB89="""","""",AB89-P89)","=IF(COUNTA(W89:AB89)=0,""未入力"",IF(COUNTA(W89:AB89)<6,""一部入力"",IF(COUNTIF(AC89:AH89,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001507-LB0,1001507,KAsakura07,KAsakura,朝倉 可憐,盛夏のシャーク・ザ・リッパー,SS,Blaster,0,4,464,367,383,391,404,417,47,37,39,40,41,42,,,,,,,"=IF(W90="""","""",W90-K90)","=IF(X90="""","""",X90-L90)","=IF(Y90="""","""",Y90-M90)","=IF(Z90="""","""",Z90-N90)","=IF(AA90="""","""",AA90-O90)","=IF(AB90="""","""",AB90-P90)","=IF(COUNTA(W90:AB90)=0,""未入力"",IF(COUNTA(W90:AB90)<6,""一部入力"",IF(COUNTIF(AC90:AH90,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001507-LB4,1001507,KAsakura07,KAsakura,朝倉 可憐,盛夏のシャーク・ザ・リッパー,SS,Blaster,4,4,559,455,469,476,493,506,56,46,47,48,50,51,,,,,,,"=IF(W91="""","""",W91-K91)","=IF(X91="""","""",X91-L91)","=IF(Y91="""","""",Y91-M91)","=IF(Z91="""","""",Z91-N91)","=IF(AA91="""","""",AA91-O91)","=IF(AB91="""","""",AB91-P91)","=IF(COUNTA(W91:AB91)=0,""未入力"",IF(COUNTA(W91:AB91)<6,""一部入力"",IF(COUNTIF(AC91:AH91,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001508-LB0,1001508,KAsakura08,KAsakura,朝倉 可憐,Twinkle Eclosion,SS,Blaster,0,4,464,367,383,391,404,417,47,37,39,40,41,42,,,,,,,"=IF(W92="""","""",W92-K92)","=IF(X92="""","""",X92-L92)","=IF(Y92="""","""",Y92-M92)","=IF(Z92="""","""",Z92-N92)","=IF(AA92="""","""",AA92-O92)","=IF(AB92="""","""",AB92-P92)","=IF(COUNTA(W92:AB92)=0,""未入力"",IF(COUNTA(W92:AB92)<6,""一部入力"",IF(COUNTIF(AC92:AH92,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001508-LB4,1001508,KAsakura08,KAsakura,朝倉 可憐,Twinkle Eclosion,SS,Blaster,4,4,559,455,469,476,493,506,56,46,47,48,50,51,,,,,,,"=IF(W93="""","""",W93-K93)","=IF(X93="""","""",X93-L93)","=IF(Y93="""","""",Y93-M93)","=IF(Z93="""","""",Z93-N93)","=IF(AA93="""","""",AA93-O93)","=IF(AB93="""","""",AB93-P93)","=IF(COUNTA(W93:AB93)=0,""未入力"",IF(COUNTA(W93:AB93)<6,""一部入力"",IF(COUNTIF(AC93:AH93,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001509-LB0,1001509,KAsakura09,KAsakura,朝倉 可憐,CODE:Virtual Killer,SSR,Blaster,0,4,464,415,372,378,404,393,47,42,38,38,41,40,,,,,,,"=IF(W94="""","""",W94-K94)","=IF(X94="""","""",X94-L94)","=IF(Y94="""","""",Y94-M94)","=IF(Z94="""","""",Z94-N94)","=IF(AA94="""","""",AA94-O94)","=IF(AB94="""","""",AB94-P94)","=IF(COUNTA(W94:AB94)=0,""未入力"",IF(COUNTA(W94:AB94)<6,""一部入力"",IF(COUNTIF(AC94:AH94,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001509-LB4,1001509,KAsakura09,KAsakura,朝倉 可憐,CODE:Virtual Killer,SSR,Blaster,4,4,559,504,459,463,493,481,56,51,46,47,50,49,,,,,,,"=IF(W95="""","""",W95-K95)","=IF(X95="""","""",X95-L95)","=IF(Y95="""","""",Y95-M95)","=IF(Z95="""","""",Z95-N95)","=IF(AA95="""","""",AA95-O95)","=IF(AB95="""","""",AB95-P95)","=IF(COUNTA(W95:AB95)=0,""未入力"",IF(COUNTA(W95:AB95)<6,""一部入力"",IF(COUNTIF(AC95:AH95,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001701-LB0,1001701,TKunimi01,TKunimi,國見 タマ,Truth or Lies,A,Healer,0,20,289,243,267,293,275,286,29,25,27,30,28,29,,,,,,,"=IF(W96="""","""",W96-K96)","=IF(X96="""","""",X96-L96)","=IF(Y96="""","""",Y96-M96)","=IF(Z96="""","""",Z96-N96)","=IF(AA96="""","""",AA96-O96)","=IF(AB96="""","""",AB96-P96)","=IF(COUNTA(W96:AB96)=0,""未入力"",IF(COUNTA(W96:AB96)<6,""一部入力"",IF(COUNTIF(AC96:AH96,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001701-LB20,1001701,TKunimi01,TKunimi,國見 タマ,Truth or Lies,A,Healer,20,20,334,286,315,339,319,329,34,29,32,34,32,33,,,,,,,"=IF(W97="""","""",W97-K97)","=IF(X97="""","""",X97-L97)","=IF(Y97="""","""",Y97-M97)","=IF(Z97="""","""",Z97-N97)","=IF(AA97="""","""",AA97-O97)","=IF(AB97="""","""",AB97-P97)","=IF(COUNTA(W97:AB97)=0,""未入力"",IF(COUNTA(W97:AB97)<6,""一部入力"",IF(COUNTIF(AC97:AH97,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001702-LB0,1001702,TKunimi02,TKunimi,國見 タマ,ときめきアークライト,S,Healer,0,10,306,342,343,320,345,313,31,35,35,32,35,32,,,,,,,"=IF(W98="""","""",W98-K98)","=IF(X98="""","""",X98-L98)","=IF(Y98="""","""",Y98-M98)","=IF(Z98="""","""",Z98-N98)","=IF(AA98="""","""",AA98-O98)","=IF(AB98="""","""",AB98-P98)","=IF(COUNTA(W98:AB98)=0,""未入力"",IF(COUNTA(W98:AB98)<6,""一部入力"",IF(COUNTIF(AC98:AH98,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001702-LB10,1001702,TKunimi02,TKunimi,國見 タマ,ときめきアークライト,S,Healer,10,10,372,410,414,389,410,378,38,41,42,39,41,38,,,,,,,"=IF(W99="""","""",W99-K99)","=IF(X99="""","""",X99-L99)","=IF(Y99="""","""",Y99-M99)","=IF(Z99="""","""",Z99-N99)","=IF(AA99="""","""",AA99-O99)","=IF(AB99="""","""",AB99-P99)","=IF(COUNTA(W99:AB99)=0,""未入力"",IF(COUNTA(W99:AB99)<6,""一部入力"",IF(COUNTIF(AC99:AH99,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001703-LB0,1001703,TKunimi03,TKunimi,國見 タマ,気合一閃エンジェルセイラー,SS,Healer,0,4,377,372,444,407,359,338,38,38,45,41,36,34,,,,,,,"=IF(W100="""","""",W100-K100)","=IF(X100="""","""",X100-L100)","=IF(Y100="""","""",Y100-M100)","=IF(Z100="""","""",Z100-N100)","=IF(AA100="""","""",AA100-O100)","=IF(AB100="""","""",AB100-P100)","=IF(COUNTA(W100:AB100)=0,""未入力"",IF(COUNTA(W100:AB100)<6,""一部入力"",IF(COUNTIF(AC100:AH100,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001703-LB4,1001703,TKunimi03,TKunimi,國見 タマ,気合一閃エンジェルセイラー,SS,Healer,4,4,465,459,539,499,446,424,47,46,54,50,45,43,,,,,,,"=IF(W101="""","""",W101-K101)","=IF(X101="""","""",X101-L101)","=IF(Y101="""","""",Y101-M101)","=IF(Z101="""","""",Z101-N101)","=IF(AA101="""","""",AA101-O101)","=IF(AB101="""","""",AB101-P101)","=IF(COUNTA(W101:AB101)=0,""未入力"",IF(COUNTA(W101:AB101)<6,""一部入力"",IF(COUNTIF(AC101:AH101,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001704-LB0,1001704,TKunimi04,TKunimi,國見 タマ,無邪気なデザイア,S,Healer,0,10,347,302,331,332,313,345,35,31,34,34,32,35,,,,,,,"=IF(W102="""","""",W102-K102)","=IF(X102="""","""",X102-L102)","=IF(Y102="""","""",Y102-M102)","=IF(Z102="""","""",Z102-N102)","=IF(AA102="""","""",AA102-O102)","=IF(AB102="""","""",AB102-P102)","=IF(COUNTA(W102:AB102)=0,""未入力"",IF(COUNTA(W102:AB102)<6,""一部入力"",IF(COUNTIF(AC102:AH102,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001704-LB10,1001704,TKunimi04,TKunimi,國見 タマ,無邪気なデザイア,S,Healer,10,10,416,367,402,401,378,410,42,37,41,41,38,41,,,,,,,"=IF(W103="""","""",W103-K103)","=IF(X103="""","""",X103-L103)","=IF(Y103="""","""",Y103-M103)","=IF(Z103="""","""",Z103-N103)","=IF(AA103="""","""",AA103-O103)","=IF(AB103="""","""",AB103-P103)","=IF(COUNTA(W103:AB103)=0,""未入力"",IF(COUNTA(W103:AB103)<6,""一部入力"",IF(COUNTIF(AC103:AH103,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001705-LB0,1001705,TKunimi05,TKunimi,國見 タマ,魔法の国のエレメンタル,SS,Healer,0,4,399,394,468,430,381,359,40,40,47,43,39,36,,,,,,,"=IF(W104="""","""",W104-K104)","=IF(X104="""","""",X104-L104)","=IF(Y104="""","""",Y104-M104)","=IF(Z104="""","""",Z104-N104)","=IF(AA104="""","""",AA104-O104)","=IF(AB104="""","""",AB104-P104)","=IF(COUNTA(W104:AB104)=0,""未入力"",IF(COUNTA(W104:AB104)<6,""一部入力"",IF(COUNTIF(AC104:AH104,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1001705-LB4,1001705,TKunimi05,TKunimi,國見 タマ,魔法の国のエレメンタル,SS,Healer,4,4,486,480,563,522,467,446,49,48,57,53,47,45,,,,,,,"=IF(W105="""","""",W105-K105)","=IF(X105="""","""",X105-L105)","=IF(Y105="""","""",Y105-M105)","=IF(Z105="""","""",Z105-N105)","=IF(AA105="""","""",AA105-O105)","=IF(AB105="""","""",AB105-P105)","=IF(COUNTA(W105:AB105)=0,""未入力"",IF(COUNTA(W105:AB105)<6,""一部入力"",IF(COUNTIF(AC105:AH105,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
